Alter;Reisetaetigkeit;Abteilung;KmZurArbeit;Ausbildung;PersonalNr;Geschlecht;Verdienst;KostensatzTag;Berufserfahrung;Position;Ehestand;AnzFirmen;ueberstunden;ProzentGehaltserhoehung;StandardHours;AktienOptionen;JahreBerufserfahrung;FortbildungProJahr;WorkLifeBalance;Firmenzugehoerigkeit;DauerLetzteFirmenzugehoerigkeit;Performance;Attrition
27;Nie;Entwicklung;3;3;850;m;1706;443;1;Wissenschaftler;verheiratet;1;No;11;80;3;0;6;2;0;0;3;No
51;Selten;Vertrieb;26;4;851;w;16307;1318;4;Manager;verheiratet;2;No;14;80;1;29;2;2;20;6;3;No
44;Selten;Entwicklung;4;3;852;m;5933;625;2;Produktmanager;ledig;9;No;12;80;0;10;2;2;5;2;3;No
25;Selten;Entwicklung;2;1;854;m;3424;180;1;Wissenschaftler;ledig;7;No;13;80;0;6;3;2;4;3;3;No
33;Selten;Vertrieb;1;3;855;m;4037;586;2;Vertrieb;geschieden;1;No;22;80;1;9;5;3;9;8;4;No
35;Selten;Entwicklung;27;1;856;w;2559;1343;1;Wissenschaftler;ledig;1;No;11;80;0;6;3;2;6;5;3;No
36;Selten;Vertrieb;1;2;857;m;6201;928;2;Vertrieb;verheiratet;1;Yes;14;80;1;18;1;2;18;14;3;No
32;Selten;Vertrieb;13;4;859;m;4403;117;2;Vertrieb;geschieden;2;No;11;80;1;8;3;2;5;2;3;No
30;Haeufig;Entwicklung;5;4;861;m;3761;1012;1;Wissenschaftler;geschieden;9;No;12;80;1;10;3;2;5;4;3;No
53;Selten;Vertrieb;7;2;862;w;10934;661;3;Vertrieb;verheiratet;7;Yes;18;80;1;35;3;3;5;2;3;No
45;Selten;Vertrieb;9;3;864;m;10761;930;3;Vertrieb;geschieden;4;Yes;12;80;1;18;2;3;5;4;3;No
32;Selten;Entwicklung;8;2;865;w;5175;638;2;Wissenschaftler;verheiratet;5;No;12;80;1;9;3;2;5;3;3;No
52;Haeufig;Entwicklung;25;4;867;w;13826;890;4;Abteilungsleiter;verheiratet;3;No;22;80;0;31;3;3;9;8;4;No
37;Selten;Vertrieb;16;4;868;m;6334;342;2;Vertrieb;geschieden;4;No;19;80;2;9;2;3;1;0;3;No
28;Selten;Personal;8;2;869;m;4936;1169;1;Personal;geschieden;1;No;13;80;1;6;6;3;5;1;3;No
22;Selten;Entwicklung;1;2;872;m;4775;1230;2;Abteilungsleiter;verheiratet;6;No;22;80;2;4;2;1;2;2;4;No
44;Selten;Entwicklung;8;4;874;m;2818;986;1;Labortechniker;verheiratet;2;Yes;24;80;1;10;2;2;3;2;4;No
42;Haeufig;Entwicklung;2;1;875;m;2515;1271;1;Wissenschaftler;ledig;5;Yes;14;80;0;8;2;3;2;1;3;No
36;Selten;Personal;8;3;878;m;2342;1278;1;Personal;verheiratet;0;No;21;80;0;6;3;3;5;4;4;No
25;Selten;Vertrieb;3;1;879;m;4194;141;2;Vertrieb;verheiratet;1;Yes;18;80;0;5;3;3;5;3;3;No
35;Selten;Entwicklung;9;3;880;w;10685;607;3;Abteilungsleiter;verheiratet;1;Yes;20;80;1;17;2;3;17;14;4;No
35;Haeufig;Entwicklung;25;4;881;w;2022;130;1;Wissenschaftler;geschieden;1;Yes;19;80;1;10;3;2;10;2;3;Yes
32;Nie;Entwicklung;1;3;882;m;2314;300;1;Labortechniker;geschieden;0;No;12;80;1;4;2;3;3;0;3;No
25;Selten;Vertrieb;4;1;885;m;4256;583;2;Vertrieb;verheiratet;1;No;12;80;0;5;1;4;5;2;3;No
49;Selten;Entwicklung;1;3;887;w;3580;1418;1;Wissenschaftler;verheiratet;2;No;16;80;1;7;2;3;4;2;3;No
24;Nie;Entwicklung;4;1;888;m;3162;1269;1;Labortechniker;verheiratet;0;No;17;80;0;6;2;2;5;2;3;No
32;Haeufig;Vertrieb;5;2;889;m;6524;379;2;Vertrieb;verheiratet;1;No;14;80;1;10;3;3;10;8;3;No
38;Selten;Vertrieb;9;3;893;m;2899;395;1;Vertriebsmitarbeiter;verheiratet;0;No;19;80;1;3;3;3;2;2;3;No
42;Selten;Entwicklung;3;3;894;w;5231;1265;2;Labortechniker;verheiratet;2;Yes;13;80;1;17;1;2;5;3;3;No
31;Selten;Entwicklung;11;4;895;m;2356;1222;1;Wissenschaftler;verheiratet;3;Yes;19;80;1;8;2;3;6;4;3;No
29;Selten;Vertrieb;1;3;896;w;2800;341;1;Vertriebsmitarbeiter;geschieden;6;Yes;19;80;3;5;3;3;3;2;3;Yes
53;Selten;Vertrieb;8;3;897;m;11836;868;4;Vertrieb;verheiratet;5;No;14;80;1;28;3;3;2;0;3;No
35;Selten;Entwicklung;25;3;899;m;10903;672;3;Abteilungsleiter;verheiratet;3;No;16;80;0;16;2;3;13;10;3;No
37;Haeufig;Vertrieb;21;2;900;w;2973;1231;1;Vertriebsmitarbeiter;verheiratet;5;No;15;80;1;10;3;3;5;4;3;No
53;Selten;Entwicklung;23;4;901;w;14275;102;4;AbteilungsleiterForschung;ledig;6;No;18;80;0;33;0;3;12;9;3;No
43;Haeufig;Entwicklung;1;3;902;w;5562;422;2;Produktmanager;verheiratet;4;No;13;80;1;12;2;2;5;2;3;No
47;Selten;Vertrieb;2;2;903;w;4537;249;2;Vertrieb;verheiratet;0;Yes;22;80;1;8;2;3;7;6;4;No
37;Nie;Vertrieb;19;2;904;m;7642;1252;3;Vertrieb;ledig;1;Yes;13;80;0;10;2;3;10;0;3;No
50;Nie;Entwicklung;2;4;905;m;17924;881;4;Manager;geschieden;1;No;11;80;1;31;3;3;31;6;3;No
39;Selten;Personal;2;3;909;w;5204;1383;2;Personal;verheiratet;8;No;11;80;2;13;2;3;5;4;3;No
33;Selten;Personal;3;2;910;m;2277;1075;1;Personal;geschieden;3;Yes;11;80;1;7;4;4;4;3;3;No
32;Selten;Entwicklung;25;4;911;m;2795;374;1;Labortechniker;ledig;1;Yes;24;80;0;1;2;1;1;0;4;Yes
29;Selten;Entwicklung;7;1;912;w;2532;1086;1;Labortechniker;geschieden;6;No;14;80;3;8;5;3;4;3;3;No
44;Selten;Entwicklung;9;2;913;m;2559;661;1;Wissenschaftler;verheiratet;1;Yes;13;80;0;8;0;3;8;7;3;No
28;Selten;Vertrieb;5;4;916;m;4908;821;2;Vertrieb;ledig;1;No;14;80;0;4;3;3;4;2;3;No
58;Haeufig;Entwicklung;2;1;918;m;2380;781;1;Labortechniker;geschieden;9;Yes;14;80;1;3;3;2;1;0;3;Yes
43;Selten;Entwicklung;8;3;920;w;4765;177;2;Abteilungsleiter;geschieden;4;No;21;80;1;4;2;4;1;0;4;No
20;Selten;Vertrieb;2;3;922;w;2044;500;1;Vertriebsmitarbeiter;ledig;1;No;13;80;0;2;3;2;2;2;3;Yes
21;Selten;Entwicklung;18;1;923;w;2693;1427;1;Wissenschaftler;ledig;1;No;19;80;0;1;3;2;1;0;3;Yes
36;Selten;Entwicklung;14;1;924;m;6586;1425;2;Produktmanager;verheiratet;0;Yes;17;80;1;17;2;2;16;8;3;No
47;Selten;Vertrieb;2;4;925;w;3294;1454;1;Vertriebsmitarbeiter;ledig;1;Yes;18;80;0;3;3;2;3;2;3;No
22;Selten;Entwicklung;3;1;926;w;4171;617;2;Abteilungsleiter;verheiratet;0;Yes;19;80;1;4;3;4;3;2;3;Yes
41;Selten;Entwicklung;2;4;927;w;2778;1085;1;Labortechniker;geschieden;4;Yes;13;80;1;10;1;2;7;7;3;Yes
28;Selten;Entwicklung;9;3;930;w;2377;995;1;Wissenschaftler;geschieden;5;No;18;80;1;6;2;3;2;2;3;No
39;Selten;Entwicklung;6;3;932;m;2404;1122;1;Labortechniker;verheiratet;7;Yes;21;80;0;8;2;1;2;2;4;Yes
27;Selten;Entwicklung;4;3;933;w;2318;618;1;Wissenschaftler;ledig;1;No;19;80;0;1;2;3;1;1;3;No
34;Selten;Entwicklung;10;3;934;m;2008;546;1;Labortechniker;geschieden;1;No;14;80;2;1;3;3;1;0;3;No
42;Selten;Vertrieb;14;2;936;w;6244;462;2;Vertrieb;ledig;7;No;17;80;0;10;6;3;5;4;3;No
33;Selten;Entwicklung;1;4;939;m;2799;1198;1;Wissenschaftler;ledig;3;Yes;11;80;0;6;1;3;3;2;3;No
58;Selten;Entwicklung;5;3;940;w;10552;1272;3;Produktmanager;geschieden;2;Yes;13;80;1;24;3;3;6;0;3;No
31;Selten;Vertrieb;7;4;941;m;2329;154;1;Vertriebsmitarbeiter;verheiratet;3;No;15;80;0;13;2;4;7;7;3;No
35;Selten;Entwicklung;21;1;942;w;4014;1137;2;Produktmanager;verheiratet;1;Yes;25;80;1;10;2;1;10;6;4;No
49;Selten;Entwicklung;8;2;944;w;7403;527;3;Labortechniker;verheiratet;4;No;11;80;1;29;3;2;26;9;3;No
48;Selten;Entwicklung;20;4;945;m;2259;1469;1;Wissenschaftler;verheiratet;4;No;17;80;2;13;2;2;0;0;3;No
31;Nie;Vertrieb;20;2;947;w;6932;1188;2;Vertrieb;verheiratet;1;No;13;80;1;9;2;2;9;8;3;No
36;Selten;Entwicklung;7;4;949;m;4678;188;1;Wissenschaftler;ledig;2;No;18;80;0;8;6;3;6;2;3;No
38;Selten;Entwicklung;1;3;950;w;13582;1333;3;AbteilungsleiterForschung;verheiratet;1;No;13;80;1;15;3;3;15;12;3;No
32;Nie;Entwicklung;1;3;951;w;2332;1184;1;Labortechniker;verheiratet;6;No;20;80;0;5;3;3;3;0;4;No
25;Selten;Vertrieb;19;2;952;m;2413;867;1;Vertriebsmitarbeiter;verheiratet;1;Yes;18;80;3;1;2;3;1;0;3;Yes
40;Selten;Vertrieb;10;4;954;m;9705;658;3;Vertrieb;geschieden;2;No;12;80;1;11;2;2;1;0;3;No
26;Haeufig;Vertrieb;1;3;956;m;4294;1283;2;Vertrieb;ledig;1;No;12;80;0;7;2;3;7;7;3;No
41;Selten;Entwicklung;6;3;957;m;4721;263;1;Labortechniker;ledig;2;Yes;13;80;0;20;3;3;18;13;3;No
36;Selten;Entwicklung;2;4;958;m;2519;938;1;Labortechniker;ledig;4;No;21;80;0;16;6;3;11;8;4;No
19;Selten;Vertrieb;21;3;959;m;2121;419;1;Vertriebsmitarbeiter;ledig;1;Yes;13;80;0;1;3;4;1;0;3;Yes
20;Selten;Entwicklung;4;3;960;m;2973;129;1;Labortechniker;ledig;1;No;19;80;0;1;2;3;1;0;3;Yes
31;Selten;Entwicklung;12;3;961;w;5855;616;2;Produktmanager;verheiratet;0;Yes;11;80;2;10;2;1;9;7;3;No
40;Haeufig;Entwicklung;9;4;964;m;3617;1469;1;Wissenschaftler;geschieden;8;Yes;14;80;1;3;2;3;1;1;3;No
32;Selten;Entwicklung;3;4;966;w;6725;498;2;Abteilungsleiter;verheiratet;1;No;12;80;1;8;2;4;8;7;3;No
36;Selten;Vertrieb;3;1;967;m;10325;530;3;Vertrieb;verheiratet;1;Yes;11;80;1;16;6;3;16;7;3;Yes
33;Selten;Entwicklung;1;3;969;w;6949;1069;2;Produktmanager;ledig;0;No;14;80;0;6;3;3;5;0;3;No
37;Selten;Vertrieb;1;4;970;m;10609;625;3;Vertrieb;verheiratet;5;No;11;80;0;17;2;1;14;1;3;Yes
45;Nie;Entwicklung;4;2;972;m;4447;805;2;Labortechniker;verheiratet;1;No;12;80;0;9;5;2;9;7;3;No
29;Haeufig;Vertrieb;20;3;974;w;2157;1404;1;Vertriebsmitarbeiter;verheiratet;1;No;15;80;1;3;5;3;3;1;3;No
35;Selten;Vertrieb;18;3;975;w;4601;1219;2;Vertrieb;verheiratet;1;No;16;80;0;5;3;3;5;2;3;No
52;Selten;Entwicklung;1;2;976;m;17099;1053;4;Manager;verheiratet;2;No;15;80;1;26;2;2;9;8;3;No
58;Selten;Entwicklung;2;3;977;m;2479;289;1;Wissenschaftler;ledig;4;No;24;80;0;7;4;3;1;0;4;Yes
53;Selten;Vertrieb;2;2;981;m;14852;1376;4;Manager;geschieden;6;No;13;80;1;22;3;4;17;13;3;No
30;Selten;Vertrieb;8;2;982;m;7264;231;3;Vertrieb;geschieden;5;No;11;80;1;10;2;4;8;4;3;No
38;Nie;Vertrieb;10;3;983;w;5666;152;2;Vertrieb;ledig;1;Yes;13;80;0;6;1;3;5;3;3;No
35;Selten;Vertrieb;3;4;984;m;7823;882;3;Vertrieb;geschieden;6;No;13;80;1;12;2;3;10;9;3;No
39;Selten;Vertrieb;2;5;985;m;7880;903;3;Vertrieb;ledig;0;No;18;80;0;9;3;3;8;7;3;No
40;Nie;Vertrieb;24;3;986;w;13194;1479;4;Vertrieb;ledig;4;Yes;16;80;0;22;2;2;1;0;3;Yes
47;Haeufig;Entwicklung;16;4;987;m;5067;1379;2;Abteilungsleiter;geschieden;1;Yes;19;80;0;20;3;4;19;10;3;No
36;Nie;Vertrieb;8;4;990;m;5079;1229;2;Vertrieb;geschieden;4;No;13;80;2;12;3;3;7;7;3;No
31;Nie;Entwicklung;9;2;991;m;2321;335;1;Wissenschaftler;ledig;0;Yes;22;80;0;4;0;3;3;2;4;Yes
33;Nie;Vertrieb;17;3;992;m;17444;722;4;Manager;ledig;1;No;11;80;0;10;2;3;10;8;3;No
29;Selten;Entwicklung;10;3;994;w;2404;906;1;Wissenschaftler;ledig;6;Yes;20;80;0;3;5;3;0;0;4;Yes
33;Selten;Entwicklung;13;1;995;w;3452;461;1;Wissenschaftler;ledig;3;No;18;80;0;5;4;3;3;2;3;No
45;Selten;Entwicklung;1;4;996;w;2270;974;1;Labortechniker;geschieden;3;No;14;80;2;8;2;3;5;3;3;No
50;Selten;Entwicklung;1;2;997;m;17399;1126;4;AbteilungsleiterForschung;geschieden;9;No;22;80;1;32;1;2;5;4;4;No
33;Haeufig;Entwicklung;1;4;998;w;5488;827;2;Produktmanager;verheiratet;1;Yes;13;80;1;6;2;3;6;5;3;No
41;Haeufig;Entwicklung;9;3;999;m;19419;840;5;AbteilungsleiterForschung;geschieden;2;No;17;80;1;21;2;4;18;16;3;No
27;Selten;Entwicklung;16;4;1001;w;2811;1134;1;Labortechniker;verheiratet;9;No;14;80;1;4;2;3;2;2;3;No
45;Nie;Entwicklung;23;2;1002;m;3633;248;2;Labortechniker;verheiratet;1;Yes;15;80;1;9;2;3;9;8;3;No
47;Selten;Vertrieb;4;2;1003;w;4163;955;2;Vertrieb;ledig;1;Yes;17;80;0;9;0;3;9;0;3;No
30;Selten;Entwicklung;22;3;1004;w;2132;138;1;Wissenschaftler;verheiratet;4;Yes;11;80;0;7;2;3;5;2;3;Yes
50;Selten;Entwicklung;24;3;1005;m;13973;939;4;Abteilungsleiter;verheiratet;3;Yes;18;80;1;22;2;3;12;11;3;No
38;Haeufig;Entwicklung;10;1;1006;m;2684;1391;1;Wissenschaftler;verheiratet;0;No;17;80;1;3;0;2;2;1;3;No
46;Selten;Entwicklung;7;2;1007;m;10845;566;3;Abteilungsleiter;geschieden;6;No;13;80;1;13;3;3;8;7;3;No
24;Selten;Entwicklung;17;1;1009;w;4377;1206;2;Abteilungsleiter;geschieden;1;No;15;80;2;5;6;3;4;2;3;No
35;Selten;Entwicklung;14;4;1010;m;3743;622;1;Labortechniker;geschieden;1;Yes;24;80;1;5;2;1;4;2;4;Yes
31;Haeufig;Entwicklung;1;1;1011;w;4148;853;2;Abteilungsleiter;verheiratet;1;No;12;80;1;4;1;3;4;3;3;No
18;Nie;Entwicklung;5;2;1012;m;1051;287;1;Wissenschaftler;ledig;1;No;15;80;0;0;2;3;0;0;3;No
54;Selten;Entwicklung;17;3;1013;w;10739;1441;3;Abteilungsleiter;verheiratet;8;No;11;80;1;22;2;3;10;7;3;No
35;Selten;Entwicklung;25;4;1014;w;10388;583;3;Produktmanager;geschieden;1;Yes;11;80;1;16;3;2;16;10;3;No
30;Selten;Entwicklung;8;2;1015;w;11416;153;3;AbteilungsleiterForschung;verheiratet;0;Yes;12;80;3;9;4;2;8;7;3;No
20;Selten;Entwicklung;11;3;1016;w;2600;1097;1;Wissenschaftler;ledig;1;Yes;15;80;0;1;2;3;1;0;3;Yes
30;Haeufig;Entwicklung;5;3;1017;w;2422;109;1;Labortechniker;ledig;0;No;17;80;0;4;3;3;3;2;3;Yes
26;Selten;Entwicklung;2;2;1018;m;5472;1066;2;Abteilungsleiter;verheiratet;1;No;12;80;0;8;2;3;8;7;3;No
22;Selten;Entwicklung;8;1;1019;m;2451;217;1;Labortechniker;verheiratet;1;No;15;80;1;4;3;2;4;3;3;No
48;Selten;Entwicklung;6;3;1022;m;4240;277;2;Produktmanager;ledig;2;No;13;80;0;19;0;3;2;2;3;No
48;Selten;Entwicklung;4;4;1024;m;10999;1355;3;Produktmanager;ledig;7;No;14;80;0;27;3;3;15;11;3;No
41;Selten;Entwicklung;7;2;1025;w;5003;549;2;Abteilungsleiter;ledig;6;No;14;80;0;8;6;3;2;2;3;No
39;Selten;Entwicklung;1;1;1026;w;12742;466;4;Abteilungsleiter;verheiratet;1;No;16;80;1;21;3;3;21;6;3;No
27;Selten;Entwicklung;2;4;1027;w;4227;1055;2;Abteilungsleiter;verheiratet;0;No;18;80;1;4;2;3;3;2;3;No
35;Selten;Entwicklung;10;3;1028;m;3917;802;1;Labortechniker;geschieden;1;No;20;80;1;3;4;2;3;2;4;No
42;Selten;Vertrieb;5;2;1029;m;18303;265;5;Manager;verheiratet;6;No;13;80;0;21;3;4;1;0;3;No
50;Selten;Entwicklung;9;3;1030;m;2380;804;1;Labortechniker;verheiratet;4;No;18;80;0;8;5;3;1;0;3;No
59;Selten;Entwicklung;2;3;1032;w;13726;715;4;Abteilungsleiter;ledig;3;Yes;13;80;0;30;4;3;5;3;3;No
37;Selten;Entwicklung;11;2;1033;w;4777;1141;2;Produktmanager;verheiratet;5;No;15;80;0;15;2;1;1;0;3;Yes
55;Haeufig;Entwicklung;18;4;1034;m;6385;135;2;Produktmanager;verheiratet;3;Yes;14;80;2;17;3;3;8;7;3;No
41;Nie;Entwicklung;7;1;1035;w;19973;247;5;AbteilungsleiterForschung;geschieden;1;No;22;80;2;21;3;3;21;16;4;No
38;Selten;Vertrieb;3;4;1036;m;6861;1035;2;Vertrieb;ledig;8;Yes;12;80;0;19;1;3;1;0;3;No
26;Nie;Vertrieb;29;2;1037;m;4969;265;2;Vertrieb;ledig;8;No;18;80;0;7;6;3;2;2;3;Yes
52;Selten;Vertrieb;2;1;1038;w;19845;266;5;Manager;verheiratet;1;No;15;80;1;33;3;3;32;14;3;Yes
44;Selten;Vertrieb;28;3;1039;w;13320;1448;4;Vertrieb;verheiratet;3;Yes;18;80;1;23;2;3;12;11;3;No
50;Nie;Vertrieb;1;3;1040;w;6347;145;2;Vertrieb;verheiratet;0;No;12;80;1;19;3;3;18;7;3;No
36;Selten;Entwicklung;16;4;1042;w;2743;885;1;Labortechniker;ledig;1;No;16;80;0;18;1;3;17;13;3;Yes
39;Haeufig;Entwicklung;22;3;1043;w;10880;945;3;Abteilungsleiter;ledig;1;Yes;13;80;0;21;2;3;21;6;3;No
33;Nie;Vertrieb;8;1;1044;w;2342;1038;1;Vertriebsmitarbeiter;ledig;0;No;19;80;0;3;2;2;2;2;3;No
45;Selten;Vertrieb;11;2;1045;w;17650;1234;4;Manager;verheiratet;3;No;13;80;1;26;4;4;9;3;3;No
32;Nie;Entwicklung;29;4;1046;w;4025;1109;1;Labortechniker;ledig;9;No;12;80;0;10;2;3;8;7;3;No
34;Selten;Vertrieb;1;4;1047;m;9725;216;2;Vertrieb;geschieden;0;No;11;80;1;16;2;2;15;1;3;No
59;Selten;Vertrieb;1;2;1048;m;11904;1089;3;Manager;verheiratet;3;Yes;14;80;1;14;1;1;6;4;3;No
45;Selten;Personal;24;4;1049;m;2177;788;1;Personal;ledig;1;No;16;80;0;6;3;3;6;3;3;No
53;Haeufig;Vertrieb;2;3;1050;w;7525;124;3;Vertrieb;verheiratet;2;No;12;80;1;30;2;3;15;7;3;No
36;Selten;Entwicklung;15;3;1052;m;4834;660;2;Labortechniker;geschieden;7;No;14;80;1;9;3;2;1;0;3;Yes
26;Haeufig;Entwicklung;2;3;1053;m;2042;342;1;Wissenschaftler;verheiratet;6;Yes;14;80;1;6;2;3;3;2;3;Yes
34;Selten;Vertrieb;10;4;1055;w;2220;1333;1;Vertriebsmitarbeiter;verheiratet;1;Yes;19;80;1;1;2;3;1;1;3;No
28;Selten;Vertrieb;10;1;1056;m;1052;1144;1;Vertriebsmitarbeiter;verheiratet;1;No;22;80;0;1;5;3;1;0;4;No
38;Haeufig;Entwicklung;3;4;1060;m;2821;1186;1;Wissenschaftler;verheiratet;3;No;16;80;1;8;2;3;2;2;3;No
50;Selten;Entwicklung;2;4;1061;m;19237;1464;5;AbteilungsleiterForschung;verheiratet;2;Yes;11;80;1;29;2;2;8;1;3;No
37;Selten;Entwicklung;3;3;1062;w;4107;124;2;Produktmanager;ledig;3;No;15;80;0;8;3;2;4;3;3;No
40;Selten;Vertrieb;26;3;1066;m;8396;300;2;Vertrieb;verheiratet;1;No;14;80;1;8;3;2;7;7;3;No
26;Haeufig;Entwicklung;1;1;1068;w;2007;921;1;Wissenschaftler;geschieden;1;No;13;80;2;5;5;3;5;3;3;No
46;Selten;Entwicklung;1;4;1069;m;19627;430;5;AbteilungsleiterForschung;geschieden;9;No;17;80;2;23;0;3;2;2;3;No
54;Selten;Vertrieb;2;4;1070;w;10686;1082;3;Vertrieb;verheiratet;6;No;11;80;1;13;4;3;9;4;3;No
56;Haeufig;Entwicklung;9;3;1071;w;2942;1240;1;Wissenschaftler;verheiratet;2;No;19;80;1;18;4;3;5;4;3;No
36;Selten;Entwicklung;12;5;1073;w;8858;796;3;Abteilungsleiter;ledig;0;No;11;80;0;15;2;2;14;8;3;No
55;Nie;Entwicklung;2;1;1074;m;16756;444;4;Manager;ledig;7;No;15;80;0;31;3;4;9;7;3;No
43;Selten;Vertrieb;25;3;1076;m;10798;415;3;Vertrieb;geschieden;5;No;13;80;1;18;5;3;1;0;3;No
20;Haeufig;Vertrieb;9;3;1077;w;2323;769;1;Vertriebsmitarbeiter;ledig;1;Yes;14;80;0;2;3;3;2;2;3;Yes
21;Selten;Entwicklung;10;3;1079;w;1416;1334;1;Labortechniker;ledig;1;No;13;80;0;1;6;2;1;0;3;Yes
46;Selten;Entwicklung;8;4;1080;w;4615;1003;2;Wissenschaftler;geschieden;8;Yes;23;80;3;19;2;3;16;13;4;No
51;Selten;Entwicklung;4;4;1081;m;2461;1323;1;Wissenschaftler;verheiratet;9;Yes;12;80;3;18;2;4;10;0;3;Yes
28;Nie;Entwicklung;24;2;1082;m;8722;1366;3;Produktmanager;ledig;1;No;12;80;0;10;2;2;10;7;3;Yes
26;Selten;Entwicklung;1;2;1083;m;3955;192;1;Labortechniker;verheiratet;1;No;16;80;2;6;2;3;5;3;3;No
30;Selten;Entwicklung;20;3;1084;m;9957;1176;2;Abteilungsleiter;verheiratet;0;No;15;80;1;7;1;2;6;2;3;No
41;Selten;Entwicklung;7;2;1085;w;3376;509;1;Wissenschaftler;verheiratet;1;No;13;80;0;10;3;3;10;6;3;No
38;Selten;Entwicklung;17;1;1088;w;8823;330;3;Produktmanager;verheiratet;0;No;18;80;1;20;4;2;19;9;3;No
40;Selten;Entwicklung;20;4;1092;m;10322;1492;3;Produktmanager;verheiratet;4;No;20;80;1;14;6;3;11;10;4;No
27;Nie;Entwicklung;8;5;1094;m;4621;1277;1;Labortechniker;verheiratet;1;No;19;80;3;3;4;3;3;2;3;No
55;Haeufig;Entwicklung;2;1;1096;m;10976;1091;3;Abteilungsleiter;verheiratet;3;No;18;80;1;23;4;3;3;2;3;No
28;Selten;Entwicklung;10;3;1097;w;3660;857;2;Wissenschaftler;ledig;3;No;13;80;0;10;4;4;8;7;3;No
44;Selten;Personal;1;2;1098;m;10482;1376;3;Personal;verheiratet;9;No;14;80;1;24;1;3;20;6;3;Yes
33;Selten;Entwicklung;5;3;1099;m;7119;654;3;Produktmanager;geschieden;4;No;15;80;1;9;2;3;3;2;3;No
35;Selten;Vertrieb;4;3;1100;m;9582;1204;3;Vertrieb;ledig;0;Yes;22;80;0;9;2;3;8;7;4;Yes
33;Haeufig;Entwicklung;29;4;1101;w;4508;827;2;Wissenschaftler;ledig;1;No;22;80;0;14;4;3;13;7;4;Yes
28;Selten;Entwicklung;15;2;1102;m;2207;895;1;Labortechniker;geschieden;1;No;16;80;1;4;5;2;4;2;3;No
34;Haeufig;Entwicklung;3;1;1103;m;7756;618;2;Produktmanager;ledig;0;No;17;80;0;7;1;2;6;2;3;No
37;Selten;Vertrieb;10;4;1105;w;6694;309;2;Vertrieb;geschieden;2;Yes;14;80;3;8;5;3;1;0;3;No
25;Selten;Entwicklung;4;1;1106;m;3691;1219;1;Labortechniker;verheiratet;1;Yes;15;80;1;7;3;4;7;7;3;Yes
26;Selten;Entwicklung;21;3;1107;m;2377;1330;1;Labortechniker;geschieden;1;No;20;80;1;1;0;2;1;1;4;Yes
33;Selten;Entwicklung;25;3;1108;m;2313;1017;1;Wissenschaftler;ledig;4;Yes;20;80;0;5;0;3;2;2;4;Yes
42;Selten;Entwicklung;2;2;1109;m;17665;469;4;Manager;verheiratet;0;No;17;80;1;23;3;3;22;6;3;No
28;Haeufig;Entwicklung;1;3;1111;m;2596;1009;1;Labortechniker;geschieden;1;No;15;80;2;1;2;3;1;0;3;Yes
50;Haeufig;Vertrieb;1;4;1113;m;4728;959;2;Vertrieb;ledig;3;Yes;14;80;0;5;4;3;0;0;3;Yes
33;Haeufig;Vertrieb;7;3;1114;w;4302;970;2;Vertrieb;verheiratet;0;No;17;80;1;4;3;3;3;2;3;No
34;Nie;Entwicklung;3;4;1115;m;2979;697;1;Wissenschaftler;verheiratet;3;No;17;80;3;6;2;3;0;0;3;No
48;Nie;Entwicklung;1;4;1116;m;16885;1262;4;Manager;ledig;2;No;22;80;0;27;3;2;5;4;4;No
45;Nie;Vertrieb;9;4;1117;w;5593;1050;2;Vertrieb;verheiratet;1;No;13;80;1;15;2;3;15;10;3;No
52;Selten;Entwicklung;7;4;1118;m;10445;994;3;Produktmanager;ledig;7;No;19;80;0;18;4;3;8;6;3;No
38;Selten;Vertrieb;10;4;1119;m;8740;770;3;Vertrieb;geschieden;0;Yes;14;80;2;9;2;3;8;7;3;No
29;Selten;Entwicklung;28;4;1120;w;2514;1107;1;Wissenschaftler;geschieden;4;No;22;80;1;11;1;3;7;5;4;No
28;Selten;Entwicklung;3;3;1121;w;7655;950;3;Abteilungsleiter;geschieden;0;No;17;80;3;10;3;2;9;7;3;No
46;Selten;Vertrieb;3;1;1124;m;17465;406;4;Manager;verheiratet;3;No;12;80;1;23;3;3;12;9;3;No
38;Selten;Vertrieb;2;2;1125;m;7351;130;3;Vertrieb;ledig;7;No;16;80;0;10;2;3;1;0;3;No
43;Haeufig;Entwicklung;27;3;1126;w;10820;1082;3;Abteilungsleiter;verheiratet;8;No;11;80;1;18;1;3;8;7;3;No
39;Haeufig;Entwicklung;2;3;1127;m;12169;203;4;Produktmanager;geschieden;7;No;11;80;3;21;4;3;18;7;3;Yes
40;Selten;Entwicklung;14;3;1128;m;19626;1308;5;AbteilungsleiterForschung;ledig;1;No;14;80;0;21;2;4;20;7;3;No
21;Selten;Entwicklung;1;1;1131;w;2070;984;1;Wissenschaftler;ledig;1;Yes;11;80;0;2;6;4;2;2;3;No
39;Nie;Entwicklung;9;3;1132;m;6782;439;2;Labortechniker;ledig;9;No;15;80;0;9;2;2;5;4;3;No
36;Nie;Entwicklung;18;4;1133;m;7779;217;2;Abteilungsleiter;ledig;2;No;20;80;0;18;0;3;11;9;4;No
31;Haeufig;Vertrieb;20;3;1135;m;2791;793;1;Vertriebsmitarbeiter;verheiratet;0;No;12;80;1;3;4;3;2;2;3;No
